	champion	ck_rate	cs_per_min	kda	result	timestamp
386	애쉬	47	7.4	2.29	패배	2017년 3월 1일 오후 12시 22분
387	애쉬	42	7.4	3.33	승리	2017년 2월 28일 오전 9시 04분
388	바루스	58	8	3.22	승리	2017년 2월 28일 오전 8시 37분
389	미스 포츈	56	7.6	7.33	승리	2017년 2월 28일 오전 6시 56분
390	애쉬	54	8.6	2.50	패배	2017년 2월 27일 오전 10시 28분
391	진	66	7.2	21.00	승리	2017년 2월 27일 오전 9시 38분
392	바루스	52	7.8	1.27	패배	2017년 2월 27일 오전 9시 06분
393	라이즈	59	8.8	3.83	승리	2017년 2월 25일 오후 4시 00분
394	라이즈	72	7.7	7.00	승리	2017년 2월 25일 오후 2시 42분
395	라이즈	52	8.9	5.50	승리	2017년 2월 25일 오후 1시 59분
396	이블린	65	4	3.25	승리	2017년 2월 24일 오후 8시 02분
397	이블린	58	3.7	6.00	승리	2017년 2월 24일 오후 6시 39분
398	이블린	58	3.2	15.00	승리	2017년 2월 24일 오후 6시 02분
399	피즈	40	5.8	8.00	승리	2017년 2월 24일 오후 5시 32분
400	카직스	36	4.3	4.00	승리	2017년 2월 24일 오후 1시 02분
401	카직스	30	3.1	2.75	승리	2017년 2월 24일 오후 12시 31분
402	카직스	35	3.1	3.25	승리	2017년 2월 24일 오전 11시 57분
403	카사딘	59	5.3	4.40	승리	2017년 2월 24일 오전 11시 11분
404	코르키	40	5.7	1.14	패배	2017년 2월 24일 오전 9시 38분
405	제이스	39	6.5	2.17	승리	2017년 2월 24일 오전 9시 01분
406	제이스	57	7.3	16.00	승리	2017년 2월 24일 오전 8시 30분
407	에코	48	6.6	1.33	패배	2017년 2월 24일 오전 7시 27분
408	시비르	81	7.2	2.17	패배	2017년 2월 24일 오전 6시 45분
409	판테온	48	5.7	2.40	승리	2017년 2월 24일 오전 6시 07분
410	코르키	50	7.2	6.33	승리	2017년 2월 24일 오전 5시 35분
411	제드	51	8.1	4.80	승리	2017년 2월 24일 오전 5시 01분
412	바드	38	0.9	1.89	승리	2017년 2월 24일 오전 3시 47분
413	카르마	29	0.2	0.33	패배	2017년 2월 24일 오전 2시 41분
414	나미	33	0.5	0.60	패배	2017년 2월 24일 오전 2시 10분
415	루시안	59	7	2.43	패배	2017년 2월 24일 오전 1시 20분
416	이즈리얼	55	6	3.25	패배	2017년 2월 24일 오전 12시 37분
417	바루스	59	7.5	4.00	승리	2017년 2월 23일 오후 11시 34분
418	루시안	60	8.8	3.75	승리	2017년 2월 23일 오후 10시 42분
419	바루스	53	7.5	2.67	승리	2017년 2월 23일 오후 9시 42분
420	바루스	56	5.5	1.87	승리	2017년 2월 23일 오후 9시 09분
421	카직스	69	5.1	1.80	패배	2017년 2월 23일 오후 8시 21분
422	카직스	64	4	5.60	승리	2017년 2월 23일 오후 7시 53분
423	카직스	60	4.4	1.00	패배	2017년 2월 23일 오후 7시 11분
424	그레이브즈	62	4.8	1.63	패배	2017년 2월 23일 오후 6시 29분
425	그레이브즈	41	5.7	17.00	승리	2017년 2월 23일 오후 5시 53분
426	녹턴	62	4.9	2.17	패배	2017년 2월 23일 오후 5시 20분
427	카직스	46	3.9	4.20	승리	2017년 2월 23일 오후 4시 17분
428	카직스	58	4.1	7.67	승리	2017년 2월 23일 오후 3시 32분
429	카사딘	45	6.4	1.25	패배	2017년 2월 23일 오후 2시 40분
430	미스 포츈	58	6.5	1.75	패배	2017년 2월 23일 오후 2시 11분
431	미스 포츈	60	7.6	5.25	승리	2017년 2월 23일 오후 1시 22분
432	바루스	58	8.2	3.00	패배	2017년 2월 23일 오후 12시 34분
433	쓰레쉬	74	1.2	2.33	패배	2017년 2월 23일 오전 11시 05분
434	엘리스	56	2.8	1.25	패배	2017년 2월 22일 오후 8시 41분
435	바루스	64	7.6	1.80	패배	2017년 2월 22일 오후 8시 00분
436	바루스	57	6.8	3.38	승리	2017년 2월 22일 오후 7시 12분
437	미스 포츈	41	1	1.86	패배	2017년 2월 22일 오후 6시 08분
438	나미	38	0.5	1.75	패배	2017년 2월 22일 오후 5시 13분
439	진	68	5.6	2.88	패배	2017년 2월 22일 오후 4시 07분
440	진	70	7.3	3.00	패배	2017년 2월 22일 오후 3시 18분
441	미스 포츈	45	1.2	1.27	승리	2017년 2월 22일 오후 2시 27분
442	코르키	57	8.1	6.67	승리	2017년 2월 22일 오후 1시 46분
443	리 신	60	3.3	0.50	패배	2017년 2월 22일 오후 12시 38분
444	카사딘	58	5.2	3.29	승리	2017년 2월 22일 오전 11시 59분
445	미스 포츈	46	1.1	3.00	승리	2017년 2월 22일 오전 11시 06분
446	그레이브즈	58	5.7	5.50	승리	2017년 2월 22일 오전 10시 23분
447	마스터 이	83	4	1.88	패배	2017년 2월 22일 오전 9시 39분
448	마스터 이	55	7.6	5.50	승리	2017년 2월 22일 오전 8시 45분
449	카사딘	50	5.3	1.40	패배	2017년 2월 22일 오전 8시 10분
450	카사딘	70	4.6	4.29	패배	2017년 2월 22일 오전 7시 26분
451	카사딘	46	8	2.71	승리	2017년 2월 22일 오전 6시 45분
452	카사딘	47	4.5	2.25	패배	2017년 2월 22일 오전 5시 50분
453	나미	57	0.3	2.29	패배	2017년 2월 22일 오전 1시 06분
454	나미	42	0.4	1.60	패배	2017년 2월 22일 오전 12시 19분
455	카르마	50	0.3	1.60	패배	2017년 2월 21일 오후 11시 14분
456	에코	47	6.5	2.57	승리	2017년 2월 21일 오후 10시 24분
457	빅토르	38	8.7	3.00	패배	2017년 2월 21일 오후 9시 43분
