	champion	ck_rate	cs_per_min	kda	result	timestamp
99	그레이브즈	58	5.1	5.25	승리	2017년 3월 26일 오후 11시 46분
100	노틸러스	44	7.1	0.80	패배	2017년 3월 26일 오후 10시 18분
101	이즈리얼	54	6.3	2.14	패배	2017년 3월 26일 오후 9시 08분
102	애쉬	48	6.1	1.20	승리	2017년 3월 26일 오후 3시 28분
103	애쉬	71	6.9	12.00	승리	2017년 3월 25일 오후 8시 33분
104	루시안	65	5.8	5.50	승리	2017년 3월 24일 오후 11시 00분
105	이즈리얼	44	7.6	14.00	승리	2017년 3월 24일 오후 10시 11분
106	이즈리얼	36	6.8	1.14	패배	2017년 3월 24일 오후 6시 19분
107	요릭	36	6.3	0.45	패배	2017년 3월 24일 오전 2시 46분
108	요릭	57	7.1	2.63	승리	2017년 3월 24일 오전 2시 11분
109	이즈리얼	30	8	7.00	승리	2017년 3월 24일 오전 1시 27분
110	시비르	62	8	3.67	승리	2017년 3월 24일 오전 12시 57분
111	진	29	8	2.33	승리	2017년 3월 23일 오후 10시 35분
112	말자하	33	1.6	1.23	패배	2017년 3월 23일 오후 8시 56분
113	루시안	25	7.4	0.40	패배	2017년 3월 23일 오후 5시 27분
114	애쉬	72	7	4.60	승리	2017년 3월 23일 오후 4시 53분
115	이즈리얼	68	5.8	3.38	승리	2017년 3월 16일 오전 2시 10분
116	그레이브즈	42	3.9	1.08	승리	2017년 3월 16일 오전 1시 20분
117	그레이브즈	56	4	2.40	패배	2017년 3월 16일 오전 12시 28분
118	이즈리얼	36	6.1	0.44	패배	2017년 3월 14일 오후 4시 32분
119	그레이브즈	43	5	1.67	패배	2017년 3월 14일 오후 3시 59분
120	그레이브즈	57	5.3	12.00	승리	2017년 3월 14일 오전 12시 23분
121	이즈리얼	50	7.1	1.80	패배	2017년 3월 13일 오후 5시 31분
122	노틸러스	25	5.1	2.40	승리	2017년 3월 13일 오후 12시 52분
123	그레이브즈	47	4.4	1.29	패배	2017년 3월 12일 오후 10시 56분
124	클레드	58	4.5	1.40	패배	2017년 3월 12일 오후 10시 17분
125	클레드	44	5.4	1.90	패배	2017년 3월 12일 오후 9시 44분
126	탐 켄치	38	2.7	3.40	패배	2017년 3월 12일 오후 8시 49분
127	그레이브즈	36	5.8	1.71	승리	2017년 3월 12일 오후 7시 54분
128	그레이브즈	60	5.4	3.60	승리	2017년 3월 12일 오후 5시 04분
129	엘리스	27	3.2	4.00	승리	2017년 3월 12일 오후 4시 23분
130	클레드	59	6.8	5.33	승리	2017년 3월 11일 오후 3시 36분
131	클레드	73	5.7	5.80	승리	2017년 3월 11일 오후 3시 01분
132	클레드	61	5.8	3.29	승리	2017년 3월 11일 오후 12시 22분
133	클레드	52	6.1	2.29	패배	2017년 3월 11일 오전 11시 42분
134	클레드	40	7	1.40	패배	2017년 3월 11일 오전 12시 41분
135	클레드	65	7.6	7.33	승리	2017년 3월 11일 오전 12시 02분
136	이즈리얼	64	7.9	12.50	승리	2017년 3월 10일 오후 10시 39분
137	클레드	53	8	16.00	승리	2017년 3월 10일 오후 9시 55분
138	진	26	8.6	2.50	패배	2017년 3월 10일 오후 9시 29분
139	클레드	41	7.1	3.67	승리	2017년 3월 10일 오후 3시 12분
140	클레드	64	7.5	4.50	승리	2017년 3월 10일 오전 2시 15분
141	클레드	33	6	1.60	승리	2017년 3월 10일 오전 1시 28분
142	리 신	17	3.9	0.11	패배	2017년 3월 10일 오전 12시 54분
143	쉔	55	6.4	3.20	패배	2017년 3월 10일 오전 12시 25분
144	클레드	47	5.6	3.00	승리	2017년 3월 9일 오후 11시 39분
145	클레드	24	6.7	1.67	승리	2017년 3월 9일 오후 11시 12분
146	클레드	57	7.3	4.33	승리	2017년 3월 9일 오후 10시 42분
147	클레드	57	7.3	20.00	승리	2017년 3월 9일 오후 10시 10분
148	쉔	76	6.1	3.80	패배	2017년 3월 9일 오후 9시 38분
149	쉔	42	6.2	1.00	패배	2017년 3월 9일 오후 4시 30분
150	리 신	63	3.5	1.89	패배	2017년 3월 9일 오후 3시 57분
151	트위스티드 페이트	63	6	1.67	패배	2017년 3월 9일 오후 3시 14분
152	쉔	0	6.4	0.00	패배	2017년 3월 9일 오후 2시 32분
153	탐 켄치	38	1.9	2.25	승리	2017년 3월 9일 오전 1시 26분
154	쉔	66	5.9	6.60	승리	2017년 3월 9일 오전 12시 36분
155	럼블	71	5.5	1.71	패배	2017년 3월 8일 오후 11시 46분
156	럼블	38	5.1	1.00	패배	2017년 3월 8일 오후 11시 08분
157	리 신	47	3.5	2.25	승리	2017년 3월 8일 오후 9시 04분
158	이즈리얼	33	7.1	0.33	패배	2017년 3월 8일 오후 5시 45분
159	럼블	82	3.9	3.60	패배	2017년 3월 8일 오후 5시 17분
160	쉔	57	6.8	6.50	승리	2017년 3월 8일 오전 2시 16분
161	쉔	66	7.8	7.67	승리	2017년 3월 8일 오전 1시 46분
162	바루스	63	6.6	1.00	패배	2017년 3월 8일 오전 1시 07분
163	뽀삐	52	7.8	17.00	승리	2017년 3월 8일 오전 12시 26분
164	이즈리얼	56	6.8	4.50	승리	2017년 3월 7일 오후 11시 44분
165	진	52	6.3	1.33	패배	2017년 3월 7일 오전 1시 05분
166	직스	56	6.4	4.00	승리	2017년 3월 6일 오후 11시 44분
167	직스	51	4.9	1.87	패배	2017년 3월 6일 오후 10시 55분
168	이즈리얼	51	6.3	3.60	승리	2017년 3월 6일 오후 9시 51분
169	트위스티드 페이트	50	6.2	1.43	패배	2017년 3월 6일 오전 12시 05분
170	진	58	7.6	1.88	승리	2017년 3월 5일 오후 11시 17분
171	이즈리얼	29	7.5	6.00	승리	2017년 3월 5일 오후 10시 26분
172	바루스	45	8.3	9.00	승리	2017년 3월 5일 오후 9시 08분
173	쉔	57	7	3.40	승리	2017년 3월 5일 오전 1시 28분
174	이렐리아	20	7.2	0.33	패배	2017년 3월 5일 오전 12시 46분
175	쉔	77	5.7	4.50	승리	2017년 3월 4일 오전 1시 00분
176	쉔	63	5.2	2.43	패배	2017년 3월 3일 오후 6시 39분
177	쉔	48	7.2	2.00	패배	2017년 3월 3일 오전 1시 41분
178	쉔	62	6.5	7.67	승리	2017년 3월 3일 오전 12시 58분
179	쉔	43	6.7	6.00	승리	2017년 3월 3일 오전 12시 09분
180	쉔	47	7.7	2.33	패배	2017년 3월 2일 오후 11시 23분
181	진	14	5.2	0.25	패배	2017년 3월 2일 오후 10시 46분
182	쉔	4	6.4	0.14	패배	2017년 3월 2일 오후 10시 15분
183	쉔	67	6.8	5.00	승리	2017년 3월 2일 오후 6시 32분
184	쉔	50	5.4	2.50	승리	2017년 3월 2일 오후 2시 23분
185	쉔	60	6.9	24.00	승리	2017년 3월 2일 오후 1시 54분
186	아무무	37	4	5.50	승리	2017년 3월 2일 오후 1시 17분
187	쉔	50	7.6	12.00	승리	2017년 3월 2일 오후 12시 48분
188	리 신	58	3.4	6.00	승리	2017년 3월 1일 오후 4시 32분
189	쉔	48	6.8	1.83	패배	2017년 2월 28일 오후 5시 30분
190	쉔	68	6.4	7.50	승리	2017년 2월 28일 오후 4시 45분
191	이블린	57	2.8	1.33	패배	2017년 2월 28일 오후 3시 59분
192	라이즈	100	5.8	0.25	패배	2017년 2월 28일 오후 3시 21분
193	판테온	58	4.1	11.00	승리	2017년 2월 28일 오후 2시 51분
194	그레이브즈	44	5.7	1.33	패배	2017년 2월 28일 오후 2시 12분
195	트위스티드 페이트	37	6.7	2.33	승리	2017년 2월 27일 오후 7시 13분
196	쉔	48	6.7	3.50	승리	2017년 2월 27일 오후 6시 03분
197	쉔	62	6.8	4.00	승리	2017년 2월 27일 오후 5시 35분
198	리 신	50	4.1	0.50	패배	2017년 2월 27일 오후 4시 43분
199	리 신	49	3.6	3.17	승리	2017년 2월 27일 오후 4시 13분
200	리 신	60	3.7	2.33	패배	2017년 2월 27일 오후 3시 35분
201	그레이브즈	100	4.6	0.29	패배	2017년 2월 26일 오후 7시 46분
202	렝가	35	3.3	0.92	패배	2017년 2월 26일 오후 7시 02분
203	리 신	60	4.1	3.43	패배	2017년 2월 26일 오후 6시 20분
204	렝가	42	5.6	2.67	승리	2017년 2월 26일 오후 4시 49분
205	진	53	7.1	6.67	승리	2017년 2월 26일 오후 4시 10분
206	리 신	68	4.1	11.50	승리	2017년 2월 26일 오후 3시 28분
207	쉔	50	8.2	3.00	패배	2017년 2월 26일 오후 2시 47분
208	쉔	38	5.6	1.86	패배	2017년 2월 26일 오후 2시 02분
209	트위스티드 페이트	60	5.9	1.80	패배	2017년 2월 26일 오후 1시 19분
210	트위스티드 페이트	54	6.4	1.88	패배	2017년 2월 25일 오후 6시 30분
211	판테온	48	5.1	1.56	패배	2017년 2월 25일 오후 5시 49분
212	진	38	6.7	4.50	승리	2017년 2월 25일 오후 5시 05분
213	쉔	68	5.9	26.00	승리	2017년 2월 25일 오후 4시 35분
214	트위스티드 페이트	42	6.1	1.75	승리	2017년 2월 25일 오후 3시 47분
215	탈론	57	4.1	0.92	패배	2017년 2월 25일 오후 3시 02분
216	자르반 4세	37	3.5	5.50	승리	2017년 2월 25일 오후 2시 20분
217	진	14	4.3	0.29	패배	2017년 2월 24일 오후 10시 52분
218	진	71	5.2	1.25	패배	2017년 2월 24일 오후 5시 51분
219	자르반 4세	56	4.1	1.75	승리	2017년 2월 24일 오전 10시 33분
220	말자하	39	1.3	1.13	패배	2017년 2월 24일 오전 2시 47분
221	쉔	50	6.5	0.50	패배	2017년 2월 24일 오전 2시 07분
222	제라스	32	5.8	1.33	승리	2017년 2월 24일 오전 1시 23분
223	자르반 4세	39	3.7	3.00	승리	2017년 2월 24일 오전 12시 42분
224	판테온	61	5.6	3.80	패배	2017년 2월 23일 오후 11시 47분
225	루시안	56	6.1	2.56	승리	2017년 2월 23일 오후 7시 26분
226	진	61	5.8	3.38	승리	2017년 2월 23일 오후 6시 37분
227	그레이브즈	44	5.3	0.67	패배	2017년 2월 23일 오후 5시 45분
228	렝가	40	3.6	1.00	승리	2017년 2월 23일 오후 5시 04분
229	카르마	50	1.6	2.40	패배	2017년 2월 23일 오후 4시 04분
230	이렐리아	38	6.4	1.25	패배	2017년 2월 23일 오후 3시 24분
231	판테온	32	6.5	3.00	승리	2017년 2월 23일 오후 2시 34분
232	진	55	4.7	2.89	승리	2017년 2월 23일 오전 2시 45분
233	카직스	26	4.3	1.50	승리	2017년 2월 23일 오전 1시 55분
234	판테온	39	7	12.00	승리	2017년 2월 23일 오전 1시 25분
235	코르키	75	7.8	4.50	패배	2017년 2월 23일 오전 12시 33분
236	바루스	31	6.7	1.00	패배	2017년 2월 22일 오후 11시 47분
237	진	57	6.3	3.43	승리	2017년 2월 22일 오후 10시 53분
238	제라스	30	5.6	1.63	패배	2017년 2월 22일 오후 7시 14분
239	진	41	6.7	6.00	승리	2017년 2월 22일 오후 6시 29분
240	라이즈	39	4.6	1.17	패배	2017년 2월 22일 오후 5시 52분
241	바루스	81	6.2	3.25	패배	2017년 2월 22일 오후 5시 14분
242	제이스	52	6.9	6.50	승리	2017년 2월 22일 오후 4시 35분
243	라이즈	38	7.2	1.00	패배	2017년 2월 22일 오후 3시 55분
244	진	65	6.9	2.60	패배	2017년 2월 22일 오후 3시 24분
245	진	40	5.3	1.89	승리	2017년 2월 22일 오후 2시 37분
246	진	42	8.3	10.00	승리	2017년 2월 22일 오후 1시 40분
247	럼블	40	6.1	0.75	패배	2017년 2월 22일 오후 1시 04분
248	진	78	7.6	6.25	승리	2017년 2월 22일 오전 2시 01분
249	바루스	54	7	2.71	패배	2017년 2월 22일 오전 1시 20분
250	진	38	5.3	0.71	패배	2017년 2월 22일 오전 12시 19분
251	애쉬	56	6.4	1.83	패배	2017년 2월 21일 오후 11시 48분
252	바루스	58	5.7	3.83	승리	2017년 2월 21일 오후 11시 00분
253	진	48	5.4	3.67	승리	2017년 2월 21일 오후 9시 06분
254	진	33	5.3	1.20	패배	2017년 2월 21일 오후 4시 43분
255	다리우스	24	6	0.89	패배	2017년 2월 21일 오후 4시 00분
256	럼블	26	7.7	2.25	승리	2017년 2월 21일 오후 3시 20분
