	champion	ck_rate	cs_per_min	kda	result	timestamp
691	코르키	35	8.3	5.33	승리	2017년 2월 10일 오전 4시 57분
692	코르키	63	7.7	6.25	승리	2017년 2월 10일 오전 3시 20분
693	오리아나	44	6.8	3.50	승리	2017년 2월 10일 오전 2시 35분
694	말자하	30	7.1	2.60	승리	2017년 2월 10일 오전 1시 54분
695	오리아나	41	6.8	2.25	승리	2017년 2월 10일 오전 12시 46분
696	엘리스	33	3.5	3.33	승리	2017년 2월 9일 오후 11시 41분
697	말자하	47	7.4	9.00	승리	2017년 2월 9일 오후 11시 01분
698	오리아나	41	6.7	6.00	승리	2017년 2월 9일 오후 10시 20분
699	제이스	28	7.7	1.50	패배	2017년 2월 9일 오후 9시 47분
700	모르가나	0	0.9	0.00	패배	2017년 2월 9일 오후 7시 41분
701	이블린	33	3.7	1.30	패배	2017년 2월 9일 오후 7시 13분
702	코르키	50	5	0.50	패배	2017년 2월 9일 오후 6시 09분
703	오리아나	33	6	5.00	승리	2017년 2월 9일 오전 1시 23분
704	아리	41	7.6	1.00	패배	2017년 2월 9일 오전 12시 44분
705	코르키	45	6.9	5.00	승리	2017년 2월 9일 오전 12시 09분
706	자이라	44	1.9	1.00	패배	2017년 2월 8일 오후 11시 32분
707	코르키	58	7.1	1.56	패배	2017년 2월 8일 오후 10시 58분
708	코르키	33	7.5	5.00	승리	2017년 2월 8일 오후 10시 04분
709	오리아나	33	5.6	0.60	패배	2017년 2월 8일 오후 9시 31분
710	바루스	61	7.1	2.20	패배	2017년 2월 8일 오후 9시 03분
711	워윅	50	4.8	2.29	패배	2017년 2월 8일 오후 8시 25분
712	오리아나	36	7.7	2.67	승리	2017년 2월 8일 오후 7시 41분
713	녹턴	33	5.2	4.67	승리	2017년 2월 8일 오후 7시 07분
714	바루스	63	6.9	6.00	패배	2017년 2월 7일 오후 10시 06분
715	카사딘	45	6	1.43	패배	2017년 2월 7일 오후 9시 28분
716	제이스	65	7.9	5.67	승리	2017년 2월 7일 오후 8시 48분
717	자이라	51	1.5	4.00	승리	2017년 2월 7일 오후 8시 00분
718	자이라	41	1.4	3.00	승리	2017년 2월 7일 오후 7시 09분
719	자이라	26	0.9	1.80	승리	2017년 2월 7일 오후 6시 10분
720	녹턴	39	3.8	11.00	승리	2017년 2월 7일 오후 5시 28분
721	바루스	31	7.5	0.80	승리	2017년 2월 7일 오전 12시 55분
722	바루스	58	6.6	3.25	승리	2017년 2월 7일 오전 12시 27분
723	바루스	70	6.9	2.00	패배	2017년 2월 6일 오후 11시 36분
724	제이스	79	5.6	1.83	패배	2017년 2월 6일 오후 10시 54분
725	카시오페아	26	7.2	3.33	승리	2017년 2월 6일 오후 10시 19분
726	코르키	33	8	5.00	승리	2017년 2월 6일 오후 9시 39분
727	케일	61	7.7	3.31	패배	2017년 2월 6일 오후 8시 58분
728	엘리스	49	3.9	1.67	승리	2017년 2월 6일 오후 7시 56분
729	오리아나	53	7.2	2.67	패배	2017년 2월 6일 오후 7시 01분
730	오리아나	80	8.4	3.00	패배	2017년 2월 6일 오후 6시 25분
731	오리아나	75	7.4	5.00	패배	2017년 2월 6일 오후 5시 54분
732	바드	55	0.3	0.86	패배	2017년 2월 6일 오후 5시 08분
733	오리아나	65	6.6	3.20	승리	2017년 2월 5일 오후 8시 50분
734	제이스	30	6.7	1.50	패배	2017년 2월 5일 오후 8시 05분
735	코르키	48	9.5	11.00	승리	2017년 2월 5일 오후 7시 38분
736	제이스	50	7.8	5.67	승리	2017년 2월 5일 오후 7시 01분
737	코르키	47	7.3	17.00	승리	2017년 2월 5일 오후 6시 20분
738	코르키	43	7.2	1.86	패배	2017년 2월 5일 오후 5시 50분
739	제이스	79	6.2	1.57	패배	2017년 2월 5일 오전 7시 44분
740	빅토르	50	8	0.33	패배	2017년 2월 4일 오후 8시 16분
741	코르키	41	8.3	2.00	패배	2017년 2월 4일 오후 7시 42분
742	트위스티드 페이트	58	6.3	1.00	패배	2017년 2월 4일 오후 6시 45분
743	제이스	61	7.1	5.00	승리	2017년 2월 4일 오후 6시 10분
744	애쉬	38	8	8.00	승리	2017년 2월 4일 오후 5시 32분
745	바루스	50	7.3	2.83	승리	2017년 2월 4일 오후 5시 00분
746	바드	65	1	2.17	패배	2017년 2월 4일 오후 4시 09분
747	바루스	86	5.7	1.20	패배	2017년 2월 4일 오후 3시 23분
748	바루스	56	5.5	3.00	승리	2017년 2월 3일 오후 11시 28분
749	코르키	67	6.7	1.50	패배	2017년 2월 3일 오후 10시 38분
750	워윅	64	4.7	1.40	패배	2017년 2월 3일 오후 9시 58분
751	리 신	64	3.2	2.67	패배	2017년 2월 3일 오후 9시 15분
752	제이스	51	5.9	3.33	승리	2017년 2월 3일 오후 8시 36분
753	코르키	58	6.6	2.25	승리	2017년 2월 3일 오후 7시 57분
754	아리	50	6.9	4.25	승리	2017년 2월 3일 오후 7시 08분
755	코르키	50	7.1	4.75	승리	2017년 2월 3일 오후 6시 22분
756	코르키	60	7.1	6.00	승리	2017년 2월 3일 오후 5시 39분
757	코르키	33	8.8	4.00	승리	2017년 2월 3일 오후 4시 59분
758	아리	50	6.1	4.33	승리	2017년 2월 2일 오전 1시 30분
759	말자하	58	6.5	2.20	패배	2017년 2월 2일 오전 12시 54분
760	제이스	38	7.8	3.25	승리	2017년 2월 2일 오전 12시 11분
761	카시오페아	38	7.5	1.00	패배	2017년 2월 1일 오후 11시 32분
762	소라카	71	0.6	6.00	승리	2017년 2월 1일 오후 10시 56분
763	코르키	32	10.1	6.00	승리	2017년 2월 1일 오후 10시 16분
764	바루스	31	7.7	2.50	승리	2017년 2월 1일 오후 9시 51분
765	엘리스	42	4.2	2.00	패배	2017년 2월 1일 오후 8시 55분
766	트위스티드 페이트	30	6.6	1.00	패배	2017년 2월 1일 오후 8시 19분
767	코르키	31	5.9	1.33	패배	2017년 2월 1일 오후 7시 42분
768	코르키	42	7.5	1.30	패배	2017년 2월 1일 오전 4시 32분
769	코르키	63	7.7	5.00	승리	2017년 2월 1일 오전 3시 48분
770	말자하	61	5.4	2.75	패배	2017년 2월 1일 오전 2시 37분
771	카직스	23	4.2	1.00	패배	2017년 2월 1일 오전 1시 40분
772	제이스	25	6.4	1.00	패배	2017년 2월 1일 오전 12시 59분
773	트위스티드 페이트	29	7.5	1.40	패배	2017년 2월 1일 오전 12시 30분
774	트위스티드 페이트	44	7.6	2.67	승리	2017년 1월 31일 오후 11시 41분
775	카사딘	51	6.1	2.63	패배	2017년 1월 31일 오후 10시 47분
776	트위스티드 페이트	53	6.6	5.40	승리	2017년 1월 31일 오후 7시 26분
777	엘리스	75	2.2	0.50	패배	2017년 1월 31일 오후 6시 33분
778	코르키	54	8	4.20	승리	2017년 1월 31일 오후 6시 06분
779	트위스티드 페이트	44	5.4	1.00	패배	2017년 1월 31일 오후 5시 25분
780	제이스	73	6.4	2.67	패배	2017년 1월 31일 오후 4시 56분
781	애쉬	54	7.7	1.17	패배	2017년 1월 31일 오후 4시 22분
782	코르키	38	7.1	0.50	패배	2017년 1월 31일 오후 3시 46분
783	엘리스	63	4	1.71	패배	2017년 1월 31일 오후 3시 06분
784	카밀	55	4.9	3.14	승리	2017년 1월 30일 오전 8시 40분
785	제이스	62	7.7	5.75	승리	2017년 1월 30일 오전 7시 52분
786	코르키	63	8.7	6.67	승리	2017년 1월 30일 오전 6시 55분
787	제이스	51	7	2.22	패배	2017년 1월 30일 오전 6시 08분
788	제이스	47	8.5	11.00	승리	2017년 1월 30일 오전 5시 03분
789	이즈리얼	37	6.2	1.83	패배	2017년 1월 30일 오전 4시 28분
