	champion	ck_rate	cs_per_min	kda	result	timestamp
384	드레이븐	43	4.1	2.88	승리	2017년 3월 26일 오전 10시 33분
385	진	75	8	18.00	승리	2017년 3월 26일 오전 9시 43분
386	케이틀린	45	7.2	9.00	승리	2017년 3월 26일 오전 8시 47분
387	이즈리얼	59	7.4	11.33	승리	2017년 3월 26일 오전 8시 19분
388	나미	50	0.4	2.00	패배	2017년 3월 26일 오전 7시 39분
389	쓰레쉬	40	1.3	3.17	승리	2017년 3월 26일 오전 6시 59분
390	갈리오	46	1.5	0.67	패배	2017년 3월 26일 오전 6시 08분
391	잔나	69	0.3	9.67	승리	2017년 3월 26일 오전 5시 39분
392	르블랑	71	4.7	2.00	패배	2017년 3월 26일 오전 5시 02분
393	카시오페아	22	8.8	2.00	승리	2017년 3월 26일 오전 4시 33분
394	블라디미르	55	5.9	2.00	패배	2017년 3월 26일 오전 4시 06분
395	갈리오	66	5.1	3.86	패배	2017년 3월 25일 오전 3시 27분
396	갈리오	62	4.1	2.10	승리	2017년 3월 25일 오전 2시 26분
397	제이스	30	4.7	0.91	패배	2017년 3월 24일 오후 9시 53분
398	리븐	27	7.1	5.50	승리	2017년 3월 24일 오후 9시 10분
399	쓰레쉬	50	0.9	0.60	패배	2017년 3월 24일 오후 8시 31분
400	에코	40	5.7	3.50	승리	2017년 3월 24일 오후 7시 58분
401	트위스티드 페이트	80	5.7	2.22	패배	2017년 3월 24일 오후 7시 18분
402	아이번	59	2.4	1.63	패배	2017년 3월 24일 오후 6시 36분
403	그레이브즈	53	5	2.13	패배	2017년 3월 24일 오후 5시 54분
404	제이스	54	6.9	7.00	승리	2017년 3월 24일 오후 4시 03분
405	룰루	44	5.6	3.20	승리	2017년 3월 24일 오후 3시 20분
406	질리언	53	6.2	1.80	패배	2017년 3월 24일 오후 2시 38분
407	오리아나	50	5.7	2.50	패배	2017년 3월 22일 오전 2시 53분
408	아리	73	6	4.57	패배	2017년 3월 22일 오전 2시 13분
409	니달리	63	3.7	2.00	패배	2017년 3월 22일 오전 1시 18분
410	그레이브즈	64	5.6	3.38	패배	2017년 3월 22일 오전 12시 26분
411	럼블	14	7.5	0.60	패배	2017년 3월 21일 오후 7시 28분
412	리븐	40	5.8	0.57	패배	2017년 3월 21일 오후 6시 17분
413	리븐	61	6.3	3.67	승리	2017년 3월 21일 오후 5시 45분
414	라이즈	38	5.8	2.33	패배	2017년 3월 21일 오후 5시 08분
415	쓰레쉬	64	1.1	3.86	승리	2017년 3월 21일 오후 4시 22분
416	블라디미르	26	5.6	0.75	패배	2017년 3월 21일 오후 3시 32분
417	스웨인	33	6.4	1.38	승리	2017년 3월 21일 오후 2시 56분
418	빅토르	48	6.5	3.00	패배	2017년 3월 21일 오후 1시 59분
419	그레이브즈	80	6.2	0.80	패배	2017년 3월 21일 오후 12시 32분
420	카사딘	56	6.2	1.00	패배	2017년 3월 21일 오전 11시 58분
421	제이스	71	6.8	2.14	패배	2017년 3월 21일 오전 11시 26분
422	레넥톤	17	7.4	0.33	패배	2017년 3월 21일 오전 10시 22분
423	스웨인	63	6	2.00	패배	2017년 3월 21일 오전 9시 44분
424	스웨인	53	6.5	2.00	승리	2017년 3월 21일 오전 9시 07분
425	피즈	52	6.5	2.20	승리	2017년 3월 20일 오후 8시 39분
426	제이스	66	6.1	3.00	패배	2017년 3월 20일 오후 7시 49분
427	신드라	64	7.2	5.00	승리	2017년 3월 20일 오후 6시 56분
428	제드	36	5.7	0.71	패배	2017년 3월 20일 오후 6시 17분
429	제이스	59	5.6	3.20	승리	2017년 3월 20일 오후 5시 39분
430	카시오페아	54	6.7	7.50	승리	2017년 3월 20일 오후 5시 00분
431	제이스	67	5.8	0.57	패배	2017년 3월 20일 오후 4시 19분
432	카시오페아	56	8.1	2.50	패배	2017년 3월 20일 오후 3시 50분
433	이즈리얼	79	6.2	4.33	승리	2017년 3월 20일 오후 3시 17분
434	빅토르	47	6.7	1.50	패배	2017년 3월 20일 오후 2시 28분
435	노틸러스	45	5.5	2.17	승리	2017년 3월 20일 오후 1시 43분
436	럼블	51	6	2.50	패배	2017년 3월 20일 오후 1시 01분
437	리븐	48	6.3	2.67	패배	2017년 3월 20일 오후 12시 15분
438	리 신	28	3.5	9.00	승리	2017년 3월 17일 오후 2시 41분
439	리븐	49	7.7	4.25	승리	2017년 3월 17일 오후 2시 11분
440	리븐	70	5.5	4.67	승리	2017년 3월 17일 오후 1시 31분
441	리븐	31	5.9	3.00	승리	2017년 3월 17일 오후 1시 00분
442	아리	54	6.8	4.75	승리	2017년 3월 17일 오후 12시 27분
443	리븐	51	6.3	22.00	승리	2017년 3월 17일 오전 11시 37분
444	리븐	44	5.3	5.25	승리	2017년 3월 17일 오전 11시 00분
445	쓰레쉬	71	0.9	6.25	패배	2017년 3월 17일 오전 10시 19분
446	쓰레쉬	55	0.8	8.50	승리	2017년 3월 17일 오전 9시 38분
447	아리	55	5.7	2.56	승리	2017년 3월 17일 오전 9시 04분
448	탈론	33	6.2	0.50	패배	2017년 3월 17일 오전 8시 14분
449	카르마	44	4.7	1.71	패배	2017년 3월 17일 오전 7시 36분
450	카시오페아	61	6.3	6.75	승리	2017년 3월 17일 오전 6시 57분
451	카르마	56	0.6	18.00	승리	2017년 3월 17일 오전 6시 13분
452	룰루	62	0.6	2.67	패배	2017년 3월 17일 오전 5시 45분
453	다리우스	51	4.6	2.00	승리	2017년 3월 17일 오전 5시 16분
454	리 신	59	3.6	2.31	패배	2017년 3월 17일 오전 4시 34분
455	리 신	67	3.1	0.89	패배	2017년 3월 16일 오후 11시 49분
456	피즈	57	5.4	2.00	패배	2017년 3월 16일 오후 11시 08분
457	피즈	50	6.2	1.67	패배	2017년 3월 16일 오후 10시 09분
458	갱플랭크	45	5.8	2.43	승리	2017년 3월 16일 오후 9시 39분
459	다리우스	66	5.9	4.83	승리	2017년 3월 16일 오후 8시 56분
460	그레이브즈	23	4.3	0.75	패배	2017년 3월 16일 오후 8시 08분
461	카시오페아	40	6	1.20	패배	2017년 3월 16일 오후 7시 40분
462	제이스	56	7.2	5.00	승리	2017년 3월 16일 오후 6시 57분
463	그레이브즈	70	5.6	5.33	승리	2017년 3월 16일 오전 4시 32분
464	엘리스	36	3	13.00	승리	2017년 3월 16일 오전 3시 45분
465	제이스	50	7.4	4.00	승리	2017년 3월 16일 오전 3시 12분
466	리 신	35	3	1.50	패배	2017년 3월 16일 오전 2시 26분
467	리 신	63	3.7	5.00	승리	2017년 3월 16일 오전 1시 58분
468	에코	75	4.1	0.75	패배	2017년 3월 16일 오전 1시 24분
469	아리	49	5.7	1.89	패배	2017년 3월 15일 오후 8시 21분
470	리븐	21	7.1	1.50	승리	2017년 3월 15일 오후 7시 45분
471	제드	38	6.7	1.30	승리	2017년 3월 15일 오후 7시 04분
472	카시오페아	43	5.8	3.80	승리	2017년 3월 15일 오후 6시 14분
473	카시오페아	75	4.9	3.00	패배	2017년 3월 14일 오후 9시 53분
474	카시오페아	24	8	7.00	승리	2017년 3월 14일 오후 9시 02분
475	카시오페아	55	7.1	1.20	패배	2017년 3월 14일 오후 8시 34분
476	카시오페아	21	7.8	2.50	승리	2017년 3월 14일 오후 8시 06분
477	라이즈	40	6.5	2.00	패배	2017년 3월 14일 오후 7시 33분
478	제드	50	6.4	2.17	패배	2017년 3월 14일 오후 6시 43분
479	다리우스	52	6.1	3.83	승리	2017년 3월 14일 오후 5시 54분
480	리 신	47	1.9	3.33	승리	2017년 3월 14일 오후 5시 13분
481	빅토르	46	7.7	11.00	승리	2017년 3월 14일 오후 4시 25분
482	다리우스	41	6.5	4.67	승리	2017년 3월 14일 오후 3시 55분
483	에코	39	7.3	3.67	승리	2017년 3월 14일 오후 3시 21분
484	그라가스	77	3.7	2.43	패배	2017년 3월 14일 오후 2시 50분
485	리 신	62	4.4	2.67	승리	2017년 3월 14일 오후 1시 29분
486	그레이브즈	61	5.6	4.75	승리	2017년 3월 14일 오후 12시 51분
487	신드라	44	6.9	2.00	패배	2017년 3월 14일 오후 12시 19분
488	바루스	24	5.9	1.80	승리	2017년 3월 14일 오전 11시 45분
489	판테온	75	5.9	3.00	패배	2017년 3월 14일 오전 10시 59분
490	블라디미르	14	5.1	0.13	패배	2017년 3월 14일 오전 10시 07분
491	레넥톤	46	6.6	0.86	패배	2017년 3월 14일 오전 9시 39분
492	럼블	48	5.5	2.80	승리	2017년 3월 11일 오후 9시 14분
493	제이스	55	6	1.22	패배	2017년 3월 11일 오후 8시 30분
494	룰루	65	0.4	4.00	패배	2017년 3월 11일 오후 7시 43분
495	리 신	51	4.7	6.00	승리	2017년 3월 11일 오후 6시 43분
496	리 신	64	3.3	2.09	패배	2017년 3월 11일 오후 6시 03분
497	리 신	68	3.2	3.25	패배	2017년 3월 11일 오후 5시 17분
498	그레이브즈	38	4.4	1.29	패배	2017년 3월 11일 오후 4시 29분
499	에코	47	7.4	1.60	패배	2017년 3월 11일 오후 3시 43분
500	에코	41	4.4	1.50	승리	2017년 3월 11일 오후 3시 02분
501	카사딘	32	5.7	1.00	패배	2017년 3월 11일 오후 2시 23분
502	진	48	6.6	5.20	승리	2017년 3월 11일 오후 1시 49분
503	다리우스	71	5.7	1.88	패배	2017년 3월 11일 오후 12시 59분
504	제이스	63	5.2	3.80	승리	2017년 3월 11일 오후 12시 13분
505	리 신	73	3.7	12.00	승리	2017년 3월 11일 오전 11시 30분
506	그레이브즈	47	4.8	1.89	승리	2017년 3월 11일 오전 10시 52분
507	그레이브즈	38	3.8	3.33	승리	2017년 3월 11일 오전 10시 07분
508	엘리스	42	3.6	2.00	패배	2017년 3월 11일 오전 9시 36분
509	그레이브즈	45	5.9	1.67	패배	2017년 3월 10일 오후 9시 09분
510	그레이브즈	29	6.3	3.00	승리	2017년 3월 10일 오후 8시 38분
511	카직스	65	4.3	1.63	패배	2017년 3월 10일 오후 7시 55분
512	에코	17	6.2	0.33	패배	2017년 3월 10일 오후 6시 48분
513	에코	27	5.5	0.75	패배	2017년 3월 10일 오후 6시 17분
514	에코	52	6	1.33	패배	2017년 3월 10일 오후 5시 46분
515	에코	47	1.9	1.89	승리	2017년 3월 10일 오후 4시 59분
516	에코	58	6	2.38	패배	2017년 3월 10일 오후 4시 16분
517	에코	42	5.8	2.22	승리	2017년 3월 10일 오후 3시 27분
518	에코	43	5.1	1.33	패배	2017년 3월 9일 오전 12시 39분
519	에코	50	5.4	1.25	패배	2017년 3월 8일 오후 11시 54분
520	에코	57	5.7	4.20	패배	2017년 3월 8일 오후 11시 17분
521	에코	29	7.3	1.14	패배	2017년 3월 8일 오후 8시 22분
522	에코	29	7.2	1.60	승리	2017년 3월 8일 오후 7시 37분
523	에코	50	4.4	0.13	패배	2017년 3월 8일 오후 6시 58분
524	에코	42	7	10.00	승리	2017년 3월 8일 오후 6시 29분
525	카타리나	46	5.4	3.67	승리	2017년 3월 8일 오후 2시 08분
526	제이스	63	5.8	2.42	패배	2017년 3월 8일 오후 12시 51분
527	오리아나	45	5	0.83	패배	2017년 3월 8일 오후 12시 01분
528	오리아나	38	5.9	1.00	패배	2017년 3월 8일 오전 11시 21분
529	그레이브즈	58	4.6	1.50	패배	2017년 3월 8일 오전 10시 51분
530	오리아나	50	7.4	1.50	승리	2017년 3월 8일 오전 9시 59분
531	오리아나	54	6.1	2.27	패배	2017년 3월 8일 오전 3시 36분
532	오리아나	46	7.8	11.00	승리	2017년 3월 8일 오전 2시 41분
533	카타리나	58	5.3	1.75	패배	2017년 3월 8일 오전 2시 00분
534	카시오페아	57	7.2	3.25	패배	2017년 3월 8일 오전 1시 19분
535	진	54	5.5	1.44	패배	2017년 3월 7일 오후 11시 06분
536	럼블	27	5.6	0.40	패배	2017년 3월 7일 오후 10시 16분
537	오리아나	44	5.9	2.80	승리	2017년 3월 7일 오후 9시 34분
538	오리아나	24	8.1	4.00	승리	2017년 3월 7일 오후 8시 48분
539	카르마	38	0.7	1.83	승리	2017년 3월 7일 오후 8시 15분
540	오리아나	50	7.5	1.67	패배	2017년 3월 7일 오후 7시 39분
541	오리아나	29	6.5	0.50	패배	2017년 3월 7일 오후 6시 58분
542	오리아나	52	8.5	2.75	패배	2017년 3월 7일 오후 6시 25분
543	엘리스	48	4.4	2.67	패배	2017년 3월 7일 오후 5시 44분
544	오리아나	63	6.7	5.67	승리	2017년 3월 7일 오후 4시 56분
545	그레이브즈	55	5.2	2.67	승리	2017년 3월 7일 오후 3시 51분
546	카르마	61	1.7	1.57	패배	2017년 3월 7일 오후 3시 02분
547	오리아나	60	7.2	1.80	패배	2017년 3월 7일 오후 2시 15분
548	리 신	40	2.9	1.20	패배	2017년 3월 7일 오후 1시 40분
549	그레이브즈	64	5	4.00	패배	2017년 3월 7일 오후 12시 51분
550	그레이브즈	50	4.2	2.80	승리	2017년 3월 7일 오후 12시 19분
551	그레이브즈	61	5.2	2.56	패배	2017년 3월 6일 오후 9시 02분
552	리 신	60	3.1	7.00	승리	2017년 3월 6일 오후 8시 11분
553	그레이브즈	57	4.2	2.00	패배	2017년 3월 6일 오후 7시 24분
554	그레이브즈	48	4	5.00	승리	2017년 3월 6일 오후 6시 51분
555	그레이브즈	35	4.6	1.38	승리	2017년 3월 6일 오후 6시 15분
556	신드라	67	5.9	1.56	패배	2017년 3월 4일 오후 10시 41분
557	럭스	70	9.1	19.00	패배	2017년 3월 4일 오후 9시 56분
558	제라스	36	5.1	1.71	패배	2017년 3월 4일 오후 9시 12분
559	제라스	39	4.8	4.00	승리	2017년 3월 3일 오후 10시 22분
560	말자하	50	4.4	4.33	승리	2017년 3월 3일 오후 9시 52분
561	스웨인	37	5.5	4.33	승리	2017년 3월 3일 오후 9시 12분
562	카르마	50	0.2	4.33	승리	2017년 3월 3일 오후 8시 42분
563	다리우스	37	4.5	0.78	패배	2017년 3월 3일 오전 12시 03분
564	다리우스	48	5.5	1.08	패배	2017년 3월 2일 오후 11시 26분
565	제라스	50	6.4	3.67	승리	2017년 3월 2일 오후 10시 47분
566	오리아나	57	7	13.00	승리	2017년 3월 2일 오후 10시 12분
567	직스	42	7.1	1.25	패배	2017년 3월 2일 오후 9시 30분
568	직스	52	6	3.00	승리	2017년 3월 2일 오후 9시 00분
569	직스	50	6.8	7.00	승리	2017년 3월 2일 오후 8시 22분
570	다리우스	52	5.7	2.09	패배	2017년 3월 2일 오후 7시 52분
571	다리우스	46	5.7	1.80	승리	2017년 3월 2일 오후 7시 04분
572	클레드	27	6.4	0.50	패배	2017년 3월 2일 오후 6시 24분
573	라이즈	7	5.4	0.17	패배	2017년 3월 2일 오후 5시 49분
574	트위스티드 페이트	53	7	2.38	패배	2017년 3월 2일 오후 5시 11분
575	아리	45	7.6	5.00	승리	2017년 3월 2일 오후 4시 23분
576	신드라	42	8.1	2.00	패배	2017년 3월 2일 오후 3시 51분
577	트위스티드 페이트	36	5	1.00	패배	2017년 3월 2일 오후 3시 06분
578	트위스티드 페이트	42	5.4	0.83	패배	2017년 3월 2일 오후 2시 12분
579	트위스티드 페이트	32	4.8	1.73	승리	2017년 3월 2일 오후 1시 44분
580	쓰레쉬	59	1.2	5.33	승리	2017년 3월 2일 오후 12시 58분
581	트위스티드 페이트	50	7.5	6.50	승리	2017년 3월 2일 오후 12시 21분
582	제라스	30	6.3	1.13	패배	2017년 3월 2일 오전 11시 45분
583	제라스	38	6.1	3.00	승리	2017년 3월 2일 오전 10시 16분
584	카시오페아	48	5	1.50	패배	2017년 3월 2일 오전 9시 48분
585	엘리스	58	3.5	5.50	패배	2017년 3월 2일 오전 8시 59분
586	아리	56	4.6	2.44	패배	2017년 2월 28일 오전 4시 22분
587	바드	42	0.3	0.38	패배	2017년 2월 28일 오전 3시 35분
588	리 신	63	4.1	2.38	패배	2017년 2월 28일 오전 2시 59분
589	카타리나	41	3.8	1.46	패배	2017년 2월 28일 오전 2시 12분
590	제드	35	6	1.86	승리	2017년 2월 28일 오전 1시 31분
591	그레이브즈	58	4.5	2.11	패배	2017년 2월 27일 오후 11시 11분
592	그레이브즈	39	5.1	1.50	패배	2017년 2월 27일 오후 10시 25분
593	그레이브즈	70	3.5	2.67	패배	2017년 2월 27일 오후 9시 43분
594	그레이브즈	81	6	3.67	승리	2017년 2월 26일 오후 11시 29분
595	그레이브즈	65	4.9	2.83	승리	2017년 2월 26일 오후 10시 24분
596	리븐	32	6.6	2.25	승리	2017년 2월 25일 오후 4시 51분
597	리븐	17	4.4	1.17	승리	2017년 2월 25일 오후 4시 11분
598	제드	53	6.5	3.33	패배	2017년 2월 25일 오후 3시 38분
599	엘리스	52	3	1.56	패배	2017년 2월 25일 오후 3시 06분
600	카시오페아	50	6.1	4.67	승리	2017년 2월 25일 오후 2시 20분
601	룰루	73	0.8	4.14	승리	2017년 2월 25일 오후 1시 32분
602	제드	33	6.2	3.50	승리	2017년 2월 25일 오후 12시 45분
603	라이즈	42	4.5	1.22	패배	2017년 2월 25일 오후 12시 06분
604	신드라	48	6.6	4.33	승리	2017년 2월 25일 오전 11시 16분
605	엘리스	60	3.2	1.50	패배	2017년 2월 25일 오전 10시 41분
606	엘리스	56	4.4	3.75	승리	2017년 2월 25일 오전 10시 10분
607	엘리스	85	2.3	1.83	패배	2017년 2월 25일 오전 12시 35분
608	그레이브즈	49	4.1	2.22	패배	2017년 2월 25일 오전 12시 02분
609	그레이브즈	55	6	8.00	승리	2017년 2월 23일 오후 9시 20분
610	그레이브즈	50	4.3	1.13	패배	2017년 2월 23일 오후 8시 36분
611	그레이브즈	67	3.4	2.00	패배	2017년 2월 23일 오후 7시 57분
612	그레이브즈	75	5.4	10.00	승리	2017년 2월 23일 오후 7시 20분
613	그레이브즈	43	4.8	4.50	승리	2017년 2월 23일 오후 6시 30분
614	그레이브즈	52	6.7	7.50	승리	2017년 2월 23일 오후 6시 00분
615	엘리스	47	2.4	16.00	승리	2017년 2월 23일 오후 5시 08분
616	그레이브즈	52	5.1	2.00	패배	2017년 2월 23일 오후 4시 32분
617	제이스	38	6.5	2.00	승리	2017년 2월 23일 오후 3시 44분
618	그레이브즈	35	5.8	3.00	승리	2017년 2월 22일 오후 1시 14분
619	엘리스	0	1.9	0.00	패배	2017년 2월 22일 오후 12시 42분
620	엘리스	52	3.2	2.50	패배	2017년 2월 22일 오후 12시 21분
621	엘리스	48	3.1	3.00	패배	2017년 2월 22일 오전 11시 41분
622	엘리스	51	3.2	4.20	승리	2017년 2월 22일 오전 5시 17분
623	엘리스	86	2.6	0.75	패배	2017년 2월 22일 오전 4시 22분
624	엘리스	59	2.6	1.08	패배	2017년 2월 22일 오전 3시 53분
625	엘리스	50	3	2.70	패배	2017년 2월 22일 오전 3시 12분
626	엘리스	61	3.5	11.00	승리	2017년 2월 22일 오전 2시 25분
627	엘리스	74	2.7	2.22	패배	2017년 2월 22일 오전 1시 49분
628	엘리스	66	1.7	3.63	승리	2017년 2월 22일 오전 1시 02분
629	엘리스	81	3.3	2.83	패배	2017년 2월 22일 오전 12시 21분
630	엘리스	50	2.9	16.00	승리	2017년 2월 21일 오후 11시 36분
631	그레이브즈	37	5	1.00	패배	2017년 2월 21일 오후 11시 01분
632	그레이브즈	53	4.7	4.20	승리	2017년 2월 21일 오후 10시 24분
633	그레이브즈	57	6.5	3.20	승리	2017년 2월 21일 오후 9시 38분
634	미스 포츈	33	0.4	0.75	패배	2017년 2월 21일 오후 8시 59분
635	미스 포츈	35	0.9	0.75	패배	2017년 2월 21일 오후 8시 28분
636	그레이브즈	14	4.8	0.33	패배	2017년 2월 21일 오후 7시 47분
637	그레이브즈	33	5.3	3.00	승리	2017년 2월 21일 오후 6시 46분
638	그레이브즈	39	6	3.50	승리	2017년 2월 21일 오후 6시 10분
639	럼블	25	5.2	0.57	패배	2017년 2월 21일 오후 5시 36분
640	그레이브즈	53	4.2	3.83	승리	2017년 2월 21일 오전 4시 05분
641	그레이브즈	70	4.7	5.75	승리	2017년 2월 21일 오전 3시 21분
642	엘리스	60	3.3	1.88	패배	2017년 2월 21일 오전 2시 34분
643	그레이브즈	44	4.1	8.00	승리	2017년 2월 21일 오전 1시 50분
644	그레이브즈	47	4.9	4.00	승리	2017년 2월 21일 오전 1시 19분
645	그레이브즈	37	4.2	2.67	승리	2017년 2월 21일 오전 12시 49분
646	그레이브즈	33	5.7	1.67	패배	2017년 2월 21일 오전 12시 09분
647	그레이브즈	51	5.1	2.25	패배	2017년 2월 20일 오후 11시 33분
648	그레이브즈	72	4.7	3.67	승리	2017년 2월 20일 오후 10시 36분
649	리 신	54	3.5	2.33	승리	2017년 2월 20일 오후 9시 40분
650	신드라	45	7	1.80	패배	2017년 2월 20일 오후 8시 52분
651	트위스티드 페이트	36	5.7	3.25	승리	2017년 2월 20일 오후 7시 41분
652	카타리나	85	4.1	1.10	패배	2017년 2월 20일 오후 6시 59분
653	트위스티드 페이트	67	5.9	16.00	승리	2017년 2월 20일 오전 2시 03분
654	엘리스	46	4.4	3.17	승리	2017년 2월 20일 오전 1시 26분
655	신드라	33	8.4	0.25	패배	2017년 2월 20일 오전 12시 35분
656	라이즈	35	6.1	2.80	승리	2017년 2월 20일 오전 12시 06분
657	말자하	44	1	1.43	패배	2017년 2월 19일 오후 11시 20분
658	브라움	57	1.8	8.00	승리	2017년 2월 19일 오후 10시 32분
659	신드라	57	5.9	5.00	승리	2017년 2월 19일 오후 9시 57분
660	피오라	66	6.2	2.38	패배	2017년 2월 19일 오후 9시 19분
661	피즈	38	5	1.14	패배	2017년 2월 19일 오후 8시 28분
662	이렐리아	48	5.9	1.67	패배	2017년 2월 19일 오후 6시 27분
663	케일	42	8.1	2.33	승리	2017년 2월 19일 오후 5시 49분
664	라이즈	40	5.1	2.75	승리	2017년 2월 18일 오후 12시 02분
665	피즈	57	6.1	2.00	패배	2017년 2월 18일 오전 11시 14분
666	아리	53	6.2	2.56	승리	2017년 2월 18일 오전 10시 32분
667	이렐리아	33	6.3	1.50	승리	2017년 2월 18일 오전 9시 06분
668	빅토르	7	6.2	0.17	패배	2017년 2월 18일 오전 8시 32분
669	라이즈	44	5.8	0.80	패배	2017년 2월 18일 오전 7시 59분
670	라이즈	38	5.2	1.22	패배	2017년 2월 18일 오전 7시 19분
671	케이틀린	50	6.6	1.83	패배	2017년 2월 18일 오전 6시 29분
672	카르마	58	4.9	3.63	승리	2017년 2월 17일 오후 9시 27분
673	카르마	29	5.2	0.50	패배	2017년 2월 17일 오후 8시 41분
674	카르마	35	5.6	1.14	패배	2017년 2월 17일 오후 8시 11분
675	트위스티드 페이트	56	5.7	2.20	패배	2017년 2월 17일 오전 5시 17분
676	진	28	5.3	1.67	패배	2017년 2월 17일 오전 4시 26분
677	르블랑	34	4.1	2.83	승리	2017년 2월 17일 오전 3시 16분
678	카르마	36	4.7	2.33	승리	2017년 2월 17일 오전 2시 34분
679	카르마	63	4.5	2.75	패배	2017년 2월 17일 오전 1시 54분
680	카르마	46	4.4	1.86	승리	2017년 2월 17일 오전 1시 15분
681	카르마	38	5	1.50	패배	2017년 2월 17일 오전 12시 36분
682	카르마	53	4.1	2.27	승리	2017년 2월 16일 오후 11시 05분
683	카르마	45	6.6	2.60	승리	2017년 2월 16일 오후 10시 02분
684	카르마	68	0.8	4.50	승리	2017년 2월 16일 오후 9시 22분
685	뽀삐	57	6	2.83	패배	2017년 2월 16일 오후 8시 39분
686	피오라	37	6.2	1.67	승리	2017년 2월 16일 오후 7시 52분
687	야스오	21	5.1	0.30	패배	2017년 2월 16일 오후 7시 12분
688	아지르	43	7	1.00	패배	2017년 2월 16일 오후 6시 42분
689	카시오페아	48	5.7	4.00	승리	2017년 2월 16일 오후 6시 09분
690	라이즈	44	5.9	1.00	패배	2017년 2월 16일 오후 5시 36분
